,PROPERTY_ID,DATE,WiFi Occupants,Workpoint Capacity
689,US151870,2023-08-14,29,227
690,CNZGCDBW,2023-08-11,379,1097
691,TWNAKANG,2023-08-11,39,219
692,NRA1933,2023-08-11,0,272
693,US151870,2023-08-11,19,227
694,AUBALLAR,2023-08-11,18,306
695,TWNAKANG,2023-08-10,74,219
696,NRA1933,2023-08-10,42,272
697,CNZGCDBW,2023-08-10,577,1097
698,AUBALLAR,2023-08-10,59,306
699,US151870,2023-08-10,61,227
700,CNZGCDBW,2023-08-09,545,1097
701,US151870,2023-08-09,63,227
702,NRA1933,2023-08-09,43,272
703,AUBALLAR,2023-08-09,44,306
704,TWNAKANG,2023-08-09,71,219
705,TWNAKANG,2023-08-08,68,219
706,AUBALLAR,2023-08-08,49,306
707,CNZGCDBW,2023-08-08,556,1097
708,US151870,2023-08-08,80,227
709,NRA1933,2023-08-08,47,272
710,US151870,2023-08-07,23,227
711,TWNAKANG,2023-08-07,49,219
712,CNZGCDBW,2023-08-07,557,1097
713,AUBALLAR,2023-08-07,67,306
714,NRA1933,2023-08-07,3,272
715,CNZGCDBW,2023-08-04,440,1097
716,TWNAKANG,2023-08-04,44,219
717,AUBALLAR,2023-08-04,17,306
718,NRA1933,2023-08-04,3,272
719,US151870,2023-08-04,13,227
720,CNZGCDBW,2023-08-03,533,1097
721,TWNAKANG,2023-08-03,17,219
722,NRA1933,2023-08-03,41,272
723,US151870,2023-08-03,59,227
724,AUBALLAR,2023-08-03,61,306
725,AUBALLAR,2023-08-02,76,306
726,CNZGCDBW,2023-08-02,540,1097
727,TWNAKANG,2023-08-02,67,219
728,US151870,2023-08-02,61,227
729,NRA1933,2023-08-02,51,272
730,US151870,2023-08-01,102,227
731,AUBALLAR,2023-08-01,82,306
732,NRA1933,2023-08-01,51,272
733,CNZGCDBW,2023-08-01,319,1097
734,TWNAKANG,2023-08-01,72,219
735,NRA1933,2023-07-31,10,272
736,AUBALLAR,2023-07-31,69,306
737,CNZGCDBW,2023-07-31,187,1097
738,US151870,2023-07-31,32,227
739,TWNAKANG,2023-07-31,62,219
740,TWNAKANG,2023-07-28,36,219
741,NRA1933,2023-07-28,4,272
742,CNZGCDBW,2023-07-28,384,1097
743,AUBALLAR,2023-07-28,20,306
744,US151870,2023-07-28,11,227
745,AUBALLAR,2023-07-27,75,306
746,NRA1933,2023-07-27,32,272
747,US151870,2023-07-27,68,227
748,CNZGCDBW,2023-07-27,531,1097
749,TWNAKANG,2023-07-27,53,219
750,AUBALLAR,2023-07-26,44,306
751,US151870,2023-07-26,55,227
752,CNZGCDBW,2023-07-26,558,1097
753,TWNAKANG,2023-07-26,64,219
754,NRA1933,2023-07-26,31,272
755,TWNAKANG,2023-07-25,77,219
756,NRA1933,2023-07-25,41,272
757,CNZGCDBW,2023-07-25,661,1097
758,US151870,2023-07-25,95,227
759,AUBALLAR,2023-07-25,47,306
760,US151870,2023-07-24,44,227
761,CNZGCDBW,2023-07-24,584,1097
762,TWNAKANG,2023-07-24,46,219
763,NRA1933,2023-07-24,1,272
764,AUBALLAR,2023-07-24,23,306
765,US151870,2023-07-21,8,227
766,TWNAKANG,2023-07-21,42,219
767,NRA1933,2023-07-21,2,272
768,CNZGCDBW,2023-07-21,275,1097
769,AUBALLAR,2023-07-21,16,306
770,TWNAKANG,2023-07-20,69,219
771,NRA1933,2023-07-20,57,272
772,US151870,2023-07-20,65,227
773,AUBALLAR,2023-07-20,66,306
774,CNZGCDBW,2023-07-20,540,1097
775,NRA1933,2023-07-19,36,272
776,US151870,2023-07-19,89,227
777,TWNAKANG,2023-07-19,74,219
778,AUBALLAR,2023-07-19,45,306
779,CNZGCDBW,2023-07-19,608,1097
780,NRA1933,2023-07-18,42,272
781,AUBALLAR,2023-07-18,56,306
782,TWNAKANG,2023-07-18,76,219
783,CNZGCDBW,2023-07-18,669,1097
784,US151870,2023-07-18,103,227
785,CNZGCDBW,2023-07-17,587,1097
786,TWNAKANG,2023-07-17,58,219
787,NRA1933,2023-07-17,1,272
788,AUBALLAR,2023-07-17,20,306
789,US151870,2023-07-17,32,227
790,NRA1933,2023-07-14,3,272
791,US151870,2023-07-14,9,227
792,TWNAKANG,2023-07-14,42,219
793,CNZGCDBW,2023-07-14,433,1097
794,AUBALLAR,2023-07-14,16,306
795,NRA1933,2023-07-13,46,272
796,CNZGCDBW,2023-07-13,525,1097
797,AUBALLAR,2023-07-13,57,306
798,TWNAKANG,2023-07-13,73,219
799,US151870,2023-07-13,56,227
800,US151870,2023-07-12,67,227
801,NRA1933,2023-07-12,52,272
802,TWNAKANG,2023-07-12,76,219
803,CNZGCDBW,2023-07-12,542,1097
804,AUBALLAR,2023-07-12,39,306
805,AUBALLAR,2023-07-11,46,306
806,US151870,2023-07-11,92,227
807,TWNAKANG,2023-07-11,74,219
808,NRA1933,2023-07-11,53,272
809,CNZGCDBW,2023-07-11,604,1097
810,CNZGCDBW,2023-07-10,634,1097
811,NRA1933,2023-07-10,3,272
812,AUBALLAR,2023-07-10,17,306
813,TWNAKANG,2023-07-10,52,219
814,US151870,2023-07-10,33,227
815,CNZGCDBW,2023-07-07,423,1097
816,TWNAKANG,2023-07-07,43,219
817,AUBALLAR,2023-07-07,42,306
818,NRA1933,2023-07-07,0,272
819,US151870,2023-07-07,12,227
820,US151870,2023-07-06,64,227
821,NRA1933,2023-07-06,40,272
822,CNZGCDBW,2023-07-06,618,1097
823,AUBALLAR,2023-07-06,42,306
824,TWNAKANG,2023-07-06,77,219
825,US151870,2023-07-05,41,227
826,TWNAKANG,2023-07-05,67,219
827,CNZGCDBW,2023-07-05,667,1097
828,AUBALLAR,2023-07-05,26,306
829,NRA1933,2023-07-05,30,272
830,NRA1933,2023-07-04,0,272
831,CNZGCDBW,2023-07-04,533,1097
832,AUBALLAR,2023-07-04,37,306
833,TWNAKANG,2023-07-04,74,219
834,TWNAKANG,2023-07-03,48,219
835,NRA1933,2023-07-03,1,272
836,US151870,2023-07-03,8,227
837,AUBALLAR,2023-07-03,26,306
838,CNZGCDBW,2023-07-03,642,1097
839,CNZGCDBW,2023-06-30,477,1097
840,AUBALLAR,2023-06-30,11,306
841,US151870,2023-06-30,12,227
842,NRA1933,2023-06-30,3,272
843,TWNAKANG,2023-06-30,31,219
844,NRA1933,2023-06-29,46,272
845,AUBALLAR,2023-06-29,41,306
846,TWNAKANG,2023-06-29,71,219
847,US151870,2023-06-29,72,227
848,CNZGCDBW,2023-06-29,604,1097
849,CNZGCDBW,2023-06-28,634,1097
850,AUBALLAR,2023-06-28,33,306
851,US151870,2023-06-28,32,227
852,TWNAKANG,2023-06-28,87,219
853,NRA1933,2023-06-28,47,272
854,TWNAKANG,2023-06-27,72,219
855,CNZGCDBW,2023-06-27,670,1097
856,AUBALLAR,2023-06-27,40,306
857,US151870,2023-06-27,84,227
858,NRA1933,2023-06-27,51,272
859,AUBALLAR,2023-06-26,47,306
860,US151870,2023-06-26,33,227
861,TWNAKANG,2023-06-26,70,219
862,NRA1933,2023-06-26,1,272
863,CNZGCDBW,2023-06-26,659,1096
864,NRA1933,2023-06-23,3,272
865,US151870,2023-06-23,16,227
866,CNZGCDBW,2023-06-23,43,1096
867,TWNAKANG,2023-06-23,20,219
868,AUBALLAR,2023-06-23,11,306
869,AUBALLAR,2023-06-22,42,306
870,TWNAKANG,2023-06-22,14,219
871,US151870,2023-06-22,62,227
872,NRA1933,2023-06-22,36,272
873,CNZGCDBW,2023-06-22,48,1096
874,NRA1933,2023-06-21,43,272
875,CNZGCDBW,2023-06-21,536,1096
876,AUBALLAR,2023-06-21,19,306
877,US151870,2023-06-21,58,227
878,TWNAKANG,2023-06-21,66,219
879,AUBALLAR,2023-06-20,37,306
880,US151870,2023-06-20,91,227
881,NRA1933,2023-06-20,45,272
882,TWNAKANG,2023-06-20,71,219
883,CNZGCDBW,2023-06-20,647,1106
884,AUBALLAR,2023-06-19,6,306
885,CNZGCDBW,2023-06-19,624,1099
886,US151870,2023-06-19,50,227
887,TWNAKANG,2023-06-19,53,205
888,NRA1933,2023-06-19,1,272
889,TWNAKANG,2023-06-16,41,213
890,CNZGCDBW,2023-06-16,502,1099
891,US151870,2023-06-16,17,227
892,AUBALLAR,2023-06-16,8,306
893,NRA1933,2023-06-16,1,272
894,CNZGCDBW,2023-06-15,644,1099
895,AUBALLAR,2023-06-15,46,306
896,TWNAKANG,2023-06-15,72,213
897,NRA1933,2023-06-15,39,272
898,US151870,2023-06-15,77,227
899,US151870,2023-06-14,58,227
900,NRA1933,2023-06-14,53,272
901,AUBALLAR,2023-06-14,19,306
902,CNZGCDBW,2023-06-14,681,1099
903,TWNAKANG,2023-06-14,74,213
904,TWNAKANG,2023-06-13,80,213
905,AUBALLAR,2023-06-13,26,306
906,US151870,2023-06-13,79,227
907,CNZGCDBW,2023-06-13,744,1099
908,NRA1933,2023-06-13,49,272
909,NRA1933,2023-06-12,2,272
910,CNZGCDBW,2023-06-12,707,1101
911,AUBALLAR,2023-06-12,2,306
912,TWNAKANG,2023-06-12,59,213
913,US151870,2023-06-12,32,227
914,TWNAKANG,2023-06-09,48,213
915,US151870,2023-06-09,7,227
916,CNZGCDBW,2023-06-09,469,1101
917,NRA1933,2023-06-09,0,272
918,AUBALLAR,2023-06-09,5,306
919,AUBALLAR,2023-06-08,28,306
920,US151870,2023-06-08,36,227
921,CNZGCDBW,2023-06-08,614,1101
922,NRA1933,2023-06-08,43,272
923,TWNAKANG,2023-06-08,82,213
924,CNZGCDBW,2023-06-07,631,1101
925,NRA1933,2023-06-07,42,272
926,AUBALLAR,2023-06-07,25,306
927,US151870,2023-06-07,46,227
928,TWNAKANG,2023-06-07,80,213
929,CNZGCDBW,2023-06-06,705,1101
930,AUBALLAR,2023-06-06,57,306
931,NRA1933,2023-06-06,56,272
932,TWNAKANG,2023-06-06,93,213
933,US151870,2023-06-06,84,227
934,US151870,2023-06-05,48,227
935,CNZGCDBW,2023-06-05,671,1101
936,AUBALLAR,2023-06-05,20,306
937,TWNAKANG,2023-06-05,74,213
938,NRA1933,2023-06-05,8,272
939,TWNAKANG,2023-06-02,48,213
940,NRA1933,2023-06-02,5,272
941,AUBALLAR,2023-06-02,17,306
942,US151870,2023-06-02,9,227
943,CNZGCDBW,2023-06-02,459,1101
944,TWNAKANG,2023-06-01,80,213
945,NRA1933,2023-06-01,43,272
946,CNZGCDBW,2023-06-01,480,1102
947,US151870,2023-06-01,63,227
948,AUBALLAR,2023-06-01,50,306
949,NRA1933,2023-05-31,38,272
950,US151870,2023-05-31,56,227
951,AUBALLAR,2023-05-31,33,306
952,TWNAKANG,2023-05-31,82,213
953,CNZGCDBW,2023-05-31,657,1102
954,NRA1933,2023-05-30,48,272
955,US151870,2023-05-30,55,227
956,TWNAKANG,2023-05-30,91,213
957,CNZGCDBW,2023-05-30,613,1102
958,AUBALLAR,2023-05-30,45,306
959,US151870,2023-05-29,1,227
960,TWNAKANG,2023-05-29,61,213
961,AUBALLAR,2023-05-29,9,306
962,NRA1933,2023-05-29,1,272
963,CNZGCDBW,2023-05-29,654,1138
964,TWNAKANG,2023-05-26,54,213
965,CNZGCDBW,2023-05-26,478,1138
966,AUBALLAR,2023-05-26,9,306
967,NRA1933,2023-05-26,0,272
968,US151870,2023-05-26,8,227
969,CNZGCDBW,2023-05-25,634,1138
970,AUBALLAR,2023-05-25,42,306
971,US151870,2023-05-25,74,227
972,TWNAKANG,2023-05-25,91,213
973,NRA1933,2023-05-25,45,272
974,US151870,2023-05-24,46,227
975,NRA1933,2023-05-24,43,272
976,CNZGCDBW,2023-05-24,661,1138
977,AUBALLAR,2023-05-24,15,306
978,TWNAKANG,2023-05-24,87,213
979,TWNAKANG,2023-05-23,68,213
980,US151870,2023-05-23,89,227
981,CNZGCDBW,2023-05-23,681,1138
982,NRA1933,2023-05-23,50,272
983,AUBALLAR,2023-05-23,44,306
984,TWNAKANG,2023-05-22,60,213
985,AUBALLAR,2023-05-22,11,306
986,NRA1933,2023-05-22,1,272
987,US151870,2023-05-22,24,227
988,CNZGCDBW,2023-05-22,655,1138
989,AUBALLAR,2023-05-19,20,306
990,NRA1933,2023-05-19,2,272
991,CNZGCDBW,2023-05-19,439,1138
992,US151870,2023-05-19,14,227
993,TWNAKANG,2023-05-19,36,213
994,AUBALLAR,2023-05-18,36,306
995,US151870,2023-05-18,65,227
996,CNZGCDBW,2023-05-18,630,1138
997,NRA1933,2023-05-18,41,272
998,TWNAKANG,2023-05-18,78,213
999,US151870,2023-05-17,49,227
1000,NRA1933,2023-05-17,40,272
1001,CNZGCDBW,2023-05-17,693,1138
1002,TWNAKANG,2023-05-17,89,213
1003,AUBALLAR,2023-05-17,15,306
1004,AUBALLAR,2023-05-16,30,306
1005,CNZGCDBW,2023-05-16,682,1138
1006,NRA1933,2023-05-16,44,272
1007,US151870,2023-05-16,88,227
1008,TWNAKANG,2023-05-16,69,213
1009,TWNAKANG,2023-05-15,42,213
1010,NRA1933,2023-05-15,2,272
1011,US151870,2023-05-15,42,227
1012,CNZGCDBW,2023-05-15,617,1138
1013,AUBALLAR,2023-05-15,12,306
1014,NRA1933,2023-05-12,2,272
1015,AUBALLAR,2023-05-12,8,306
1016,TWNAKANG,2023-05-12,40,213
1017,CNZGCDBW,2023-05-12,449,1138
1018,US151870,2023-05-12,12,227
1019,CNZGCDBW,2023-05-11,632,1138
1020,US151870,2023-05-11,84,227
1021,AUBALLAR,2023-05-11,46,306
1022,TWNAKANG,2023-05-11,74,213
1023,NRA1933,2023-05-11,36,272
1024,NRA1933,2023-05-10,33,272
1025,US151870,2023-05-10,54,227
1026,TWNAKANG,2023-05-10,87,213
1027,CNZGCDBW,2023-05-10,725,1138
1028,AUBALLAR,2023-05-10,58,306
1029,CNZGCDBW,2023-05-09,673,1138
1030,NRA1933,2023-05-09,37,272
1031,TWNAKANG,2023-05-09,58,213
1032,US151870,2023-05-09,77,227
1033,AUBALLAR,2023-05-09,34,306
1034,TWNAKANG,2023-05-08,47,213
1035,US151870,2023-05-08,28,227
1036,NRA1933,2023-05-08,3,272
1037,AUBALLAR,2023-05-08,18,306
1038,CNZGCDBW,2023-05-08,639,1138
1039,AUBALLAR,2023-05-05,13,306
1040,TWNAKANG,2023-05-05,45,213
1041,NRA1933,2023-05-05,4,272
1042,US151870,2023-05-05,12,227
1043,CNZGCDBW,2023-05-05,381,1138
1044,US151870,2023-05-04,68,227
1045,AUBALLAR,2023-05-04,54,306
1046,NRA1933,2023-05-04,38,272
1047,CNZGCDBW,2023-05-04,383,1138
1048,TWNAKANG,2023-05-04,71,213
1049,US151870,2023-05-03,53,227
1050,NRA1933,2023-05-03,28,273
1051,TWNAKANG,2023-05-03,70,213
1052,AUBALLAR,2023-05-03,53,306
1053,CNZGCDBW,2023-05-03,29,1138
1054,AUBALLAR,2023-05-02,50,306
1055,CNZGCDBW,2023-05-02,12,1138
1056,US151870,2023-05-02,88,227
1057,NRA1933,2023-05-02,41,273
1058,TWNAKANG,2023-05-02,75,213
1059,TWNAKANG,2023-05-01,13,213
1060,CNZGCDBW,2023-05-01,11,1138
1061,NRA1933,2023-05-01,1,273
1062,US151870,2023-05-01,24,227
1063,AUBALLAR,2023-05-01,37,306
1064,TWNAKANG,2023-04-28,42,213
1065,US151870,2023-04-28,10,227
1066,NRA1933,2023-04-28,2,273
1067,AUBALLAR,2023-04-28,10,306
1068,CNZGCDBW,2023-04-28,40,1138
1069,CNZGCDBW,2023-04-27,51,1138
1070,NRA1933,2023-04-27,40,273
1071,TWNAKANG,2023-04-27,70,213
1072,AUBALLAR,2023-04-27,60,306
1073,US151870,2023-04-27,98,227
1074,AUBALLAR,2023-04-26,16,306
1075,US151870,2023-04-26,81,227
1076,TWNAKANG,2023-04-26,66,213
1077,CNZGCDBW,2023-04-26,40,1138
1078,NRA1933,2023-04-26,36,273
1079,TWNAKANG,2023-04-25,67,213
1080,AUBALLAR,2023-04-25,2,306
1081,NRA1933,2023-04-25,35,273
1082,US151870,2023-04-25,97,227
1083,CNZGCDBW,2023-04-25,35,1545
1084,CNZGCDBW,2023-04-24,56,1545
1085,NRA1933,2023-04-24,3,273
1086,US151870,2023-04-24,31,227
1087,AUBALLAR,2023-04-24,6,306
1088,TWNAKANG,2023-04-24,47,213
1089,NRA1933,2023-04-21,1,273
1090,CNZGCDBW,2023-04-21,493,1545
1091,US151870,2023-04-21,8,227
1092,TWNAKANG,2023-04-21,37,213
1093,AUBALLAR,2023-04-21,14,306
1094,US151870,2023-04-20,76,227
1095,AUBALLAR,2023-04-20,38,306
1096,TWNAKANG,2023-04-20,70,213
1097,CNZGCDBW,2023-04-20,679,1545
1098,NRA1933,2023-04-20,50,273
1099,NRA1933,2023-04-19,37,273
1100,TWNAKANG,2023-04-19,71,213
1101,AUBALLAR,2023-04-19,11,306
1102,US151870,2023-04-19,79,227
1103,CNZGCDBW,2023-04-19,711,1545
1104,CNZGCDBW,2023-04-18,723,1545
1105,AUBALLAR,2023-04-18,38,306
1106,NRA1933,2023-04-18,38,273
1107,TWNAKANG,2023-04-18,75,213
1108,US151870,2023-04-18,75,227
1109,AUBALLAR,2023-04-17,15,306
1110,US151870,2023-04-17,23,227
1111,NRA1933,2023-04-17,4,273
1112,TWNAKANG,2023-04-17,57,213
1113,CNZGCDBW,2023-04-17,613,1545
1114,TWNAKANG,2023-04-14,43,213
1115,US151870,2023-04-14,16,227
1116,AUBALLAR,2023-04-14,17,306
1117,CNZGCDBW,2023-04-14,456,1545
1118,NRA1933,2023-04-14,2,273
1119,TWNAKANG,2023-04-13,71,213
1120,CNZGCDBW,2023-04-13,629,1545
1121,NRA1933,2023-04-13,36,273
1122,AUBALLAR,2023-04-13,30,306
1123,US151870,2023-04-13,78,227
1124,AUBALLAR,2023-04-12,14,306
1125,US151870,2023-04-12,77,227
1126,NRA1933,2023-04-12,18,273
1127,CNZGCDBW,2023-04-12,739,1545
1128,TWNAKANG,2023-04-12,70,213
1129,NRA1933,2023-04-11,41,273
1130,TWNAKANG,2023-04-11,72,213
1131,AUBALLAR,2023-04-11,30,306
1132,CNZGCDBW,2023-04-11,609,1545
1133,US151870,2023-04-11,84,227
1134,CNZGCDBW,2023-04-10,656,1545
1135,US151870,2023-04-10,24,227
1136,TWNAKANG,2023-04-10,55,213
1137,AUBALLAR,2023-04-10,11,306
1138,NRA1933,2023-04-10,4,273
1139,CNZGCDBW,2023-04-07,505,1545
1140,NRA1933,2023-04-07,3,273
1141,TWNAKANG,2023-04-07,38,213
1142,US151870,2023-04-07,11,227
1143,AUBALLAR,2023-04-07,1,306
1144,AUBALLAR,2023-04-06,30,306
1145,CNZGCDBW,2023-04-06,577,1545
1146,US151870,2023-04-06,60,227
1147,NRA1933,2023-04-06,42,273
1148,TWNAKANG,2023-04-06,64,213
1149,NRA1933,2023-04-05,27,273
1150,AUBALLAR,2023-04-05,17,306
1151,US151870,2023-04-05,49,227
1152,CNZGCDBW,2023-04-05,49,1545
1153,TWNAKANG,2023-04-05,16,213
1154,NRA1933,2023-04-04,57,273
1155,TWNAKANG,2023-04-04,16,213
1156,AUBALLAR,2023-04-04,35,306
1157,CNZGCDBW,2023-04-04,563,1545
1158,US151870,2023-04-04,68,227
1159,US151870,2023-04-03,24,227
1160,NRA1933,2023-04-03,6,273
1161,AUBALLAR,2023-04-03,27,306
1162,CNZGCDBW,2023-04-03,558,1545
1163,TWNAKANG,2023-04-03,16,213
1164,TWNAKANG,2023-03-31,48,213
1165,AUBALLAR,2023-03-31,5,306
1166,NRA1933,2023-03-31,2,273
1167,CNZGCDBW,2023-03-31,343,1545
1168,US151870,2023-03-31,11,227
1169,CNZGCDBW,2023-03-30,525,1545
1170,TWNAKANG,2023-03-30,78,213
1171,NRA1933,2023-03-30,38,273
1172,AUBALLAR,2023-03-30,33,306
1173,US151870,2023-03-30,102,227
1174,TWNAKANG,2023-03-29,73,213
1175,NRA1933,2023-03-29,5,273
1176,AUBALLAR,2023-03-29,45,306
1177,CNZGCDBW,2023-03-29,590,1547
1178,US151870,2023-03-29,67,227
1179,NRA1933,2023-03-28,30,273
1180,CNZGCDBW,2023-03-28,632,1547
1181,US151870,2023-03-28,73,227
1182,AUBALLAR,2023-03-28,25,306
1183,TWNAKANG,2023-03-28,62,213
1184,US151870,2023-03-27,27,227
1185,CNZGCDBW,2023-03-27,575,1547
1186,AUBALLAR,2023-03-27,27,306
1187,NRA1933,2023-03-27,3,273
1188,TWNAKANG,2023-03-27,55,213
1189,TWNAKANG,2023-03-24,41,213
1190,AUBALLAR,2023-03-24,2,306
1191,NRA1933,2023-03-24,1,273
1192,US151870,2023-03-24,13,227
1193,CNZGCDBW,2023-03-24,397,1547
1194,CNZGCDBW,2023-03-23,528,1547
1195,NRA1933,2023-03-23,24,273
1196,TWNAKANG,2023-03-23,78,213
1197,US151870,2023-03-23,69,227
1198,AUBALLAR,2023-03-23,30,306
1199,US151870,2023-03-22,61,227
1200,NRA1933,2023-03-22,5,273
1201,AUBALLAR,2023-03-22,35,306
1202,TWNAKANG,2023-03-22,82,213
1203,CNZGCDBW,2023-03-22,511,1547
1204,TWNAKANG,2023-03-21,73,213
1205,CNZGCDBW,2023-03-21,581,1518
1206,NRA1933,2023-03-21,19,273
1207,US151870,2023-03-21,68,227
1208,AUBALLAR,2023-03-21,28,306
1209,CNZGCDBW,2023-03-20,541,1549
1210,TWNAKANG,2023-03-20,53,213
1211,US151870,2023-03-20,31,227
1212,NRA1933,2023-03-20,4,273
1213,AUBALLAR,2023-03-20,21,306
1214,CNZGCDBW,2023-03-17,441,1549
1215,AUBALLAR,2023-03-17,54,306
1216,US151870,2023-03-17,10,227
1217,NRA1933,2023-03-17,2,273
1218,TWNAKANG,2023-03-17,41,213
1219,NRA1933,2023-03-16,34,273
1220,TWNAKANG,2023-03-16,78,213
1221,US151870,2023-03-16,79,227
1222,CNZGCDBW,2023-03-16,547,1549
1223,AUBALLAR,2023-03-16,82,306
1224,AUBALLAR,2023-03-15,55,306
1225,US151870,2023-03-15,57,227
1226,CNZGCDBW,2023-03-15,576,1549
1227,NRA1933,2023-03-15,5,273
1228,TWNAKANG,2023-03-15,74,213
1229,CNZGCDBW,2023-03-14,622,1549
1230,NRA1933,2023-03-14,23,273
1231,AUBALLAR,2023-03-14,15,306
1232,US151870,2023-03-14,49,227
1233,TWNAKANG,2023-03-14,71,213
1234,US151870,2023-03-13,17,227
1235,TWNAKANG,2023-03-13,52,213
1236,AUBALLAR,2023-03-13,7,306
1237,NRA1933,2023-03-13,2,273
1238,CNZGCDBW,2023-03-13,597,1549
1239,AUBALLAR,2023-03-10,3,306
1240,NRA1933,2023-03-10,1,273
1241,TWNAKANG,2023-03-10,42,213
1242,CNZGCDBW,2023-03-10,392,1549
1243,US151870,2023-03-10,7,227
1244,TWNAKANG,2023-03-09,77,213
1245,US151870,2023-03-09,54,227
1246,CNZGCDBW,2023-03-09,622,1549
1247,AUBALLAR,2023-03-09,36,306
1248,NRA1933,2023-03-09,31,273
1249,NRA1933,2023-03-08,10,273
1250,AUBALLAR,2023-03-08,23,306
1251,US151870,2023-03-08,61,227
1252,CNZGCDBW,2023-03-08,597,1549
1253,TWNAKANG,2023-03-08,78,213
1254,TWNAKANG,2023-03-07,73,213
1255,NRA1933,2023-03-07,28,273
1256,AUBALLAR,2023-03-07,26,306
1257,US151870,2023-03-07,110,227
1258,CNZGCDBW,2023-03-07,636,1549
1259,NRA1933,2023-03-06,3,273
1260,TWNAKANG,2023-03-06,50,213
1261,US151870,2023-03-06,25,227
1262,CNZGCDBW,2023-03-06,604,1549
1263,AUBALLAR,2023-03-06,31,306
1264,AUBALLAR,2023-03-03,3,306
1265,TWNAKANG,2023-03-03,46,213
1266,NRA1933,2023-03-03,1,273
1267,US151870,2023-03-03,18,227
1268,CNZGCDBW,2023-03-03,453,1549
1269,US151870,2023-03-02,58,227
1270,AUBALLAR,2023-03-02,37,306
1271,CNZGCDBW,2023-03-02,567,1549
1272,TWNAKANG,2023-03-02,84,213
1273,NRA1933,2023-03-02,33,273
1274,TWNAKANG,2023-03-01,72,213
1275,NRA1933,2023-03-01,2,273
1276,AUBALLAR,2023-03-01,33,306
1277,CNZGCDBW,2023-03-01,607,1549
1278,US151870,2023-03-01,45,227
1279,TWNAKANG,2023-02-28,17,213
1280,CNZGCDBW,2023-02-28,679,1549
1281,NRA1933,2023-02-28,27,273
1282,US151870,2023-02-28,23,227
1283,AUBALLAR,2023-02-28,32,306
1284,CNZGCDBW,2023-02-27,625,1549
1285,NRA1933,2023-02-27,6,273
1286,US151870,2023-02-27,13,227
1287,AUBALLAR,2023-02-27,22,306
1288,TWNAKANG,2023-02-27,16,213
1289,NRA1933,2023-02-24,4,273
1290,TWNAKANG,2023-02-24,48,213
1291,US151870,2023-02-24,6,227
1292,CNZGCDBW,2023-02-24,429,1549
1293,AUBALLAR,2023-02-24,5,306
1294,NRA1933,2023-02-23,20,273
1295,AUBALLAR,2023-02-23,73,306
1296,TWNAKANG,2023-02-23,76,213
1297,CNZGCDBW,2023-02-23,598,1549
1298,US151870,2023-02-23,26,227
1299,CNZGCDBW,2023-02-22,649,1549
1300,NRA1933,2023-02-22,5,273
1301,US151870,2023-02-22,34,227
1302,AUBALLAR,2023-02-22,78,306
1303,TWNAKANG,2023-02-22,83,213
1304,US151870,2023-02-21,52,227
1305,CNZGCDBW,2023-02-21,660,1549
1306,NRA1933,2023-02-21,23,273
1307,AUBALLAR,2023-02-21,19,306
1308,TWNAKANG,2023-02-21,71,213
1309,AUBALLAR,2023-02-20,4,306
1310,TWNAKANG,2023-02-20,54,213
1311,US151870,2023-02-20,2,227
1312,CNZGCDBW,2023-02-20,611,1549
1313,NRA1933,2023-02-20,5,273
1314,AUBALLAR,2023-02-17,6,306
1315,NRA1933,2023-02-17,17,273
1316,US151870,2023-02-17,11,227
1317,TWNAKANG,2023-02-17,49,213
1318,CNZGCDBW,2023-02-17,326,1549
1319,CNZGCDBW,2023-02-16,497,1549
1320,NRA1933,2023-02-16,43,273
1321,AUBALLAR,2023-02-16,24,306
1322,US151870,2023-02-16,52,227
1323,TWNAKANG,2023-02-16,70,213
1324,TWNAKANG,2023-02-15,76,213
1325,US151870,2023-02-15,46,227
1326,NRA1933,2023-02-15,18,273
1327,CNZGCDBW,2023-02-15,615,1549
1328,AUBALLAR,2023-02-15,36,306
1329,AUBALLAR,2023-02-14,15,306
1330,US151870,2023-02-14,42,227
1331,TWNAKANG,2023-02-14,68,213
1332,CNZGCDBW,2023-02-14,582,1549
1333,NRA1933,2023-02-14,40,273
1334,CNZGCDBW,2023-02-13,581,1549
1335,US151870,2023-02-13,8,227
1336,TWNAKANG,2023-02-13,48,213
1337,NRA1933,2023-02-13,22,273
1338,AUBALLAR,2023-02-13,21,306
1339,US151870,2023-02-10,3,227
1340,TWNAKANG,2023-02-10,0,213
1341,AUBALLAR,2023-02-10,4,306
1342,CNZGCDBW,2023-02-10,363,1549
1343,NRA1933,2023-02-10,3,273
1344,US151870,2023-02-09,37,227
1345,AUBALLAR,2023-02-09,38,306
1346,TWNAKANG,2023-02-09,0,213
1347,CNZGCDBW,2023-02-09,410,1549
1348,NRA1933,2023-02-09,19,273
1349,AUBALLAR,2023-02-08,36,306
1350,US151870,2023-02-08,40,227
1351,TWNAKANG,2023-02-08,0,213
1352,CNZGCDBW,2023-02-08,463,1549
1353,NRA1933,2023-02-08,2,273
1354,AUBALLAR,2023-02-07,14,306
1355,NRA1933,2023-02-07,16,273
1356,TWNAKANG,2023-02-07,0,213
1357,CNZGCDBW,2023-02-07,538,1549
1358,US151870,2023-02-07,46,227
1359,TWNAKANG,2023-02-06,0,213
1360,NRA1933,2023-02-06,2,273
1361,CNZGCDBW,2023-02-06,458,1549
